,Team,Year,SumRV
0,BUF,2010,-35.33586005982861
1,BUF,2011,-18.032444158556046
2,BUF,2012,-10.941379973905935
3,BUF,2013,-10.752049234146638
4,BUF,2014,14.819972970198013
5,BUF,2015,4.22457115833417
6,BUF,2016,-16.009980449033478
7,BUF,2017,4.122439137916257
8,MIA,2010,55.517457053056035
9,MIA,2011,-0.15558147903761288
10,MIA,2012,31.045413047281443
11,MIA,2013,-35.64548765246617
12,MIA,2014,-3.2198194232367623
13,MIA,2015,8.735554959860249
14,MIA,2016,-8.866980834456914
15,MIA,2017,-3.189783451314005
16,NYJ,2010,-33.15274870848926
17,NYJ,2011,19.4162649690161
18,NYJ,2012,-5.583278352807406
19,NYJ,2013,-7.165106230101157
20,NYJ,2014,-58.32101083573648
21,NYJ,2015,-16.472106817305352
22,NYJ,2016,3.632858504760565
23,NYJ,2017,-0.657525696661724
24,NWE,2010,19.2476163998427
25,NWE,2011,32.694392579031195
26,NWE,2012,-11.844947083053164
27,NWE,2013,-5.965456115856993
28,NWE,2014,-12.858464936092773
29,NWE,2015,21.066306850402114
30,NWE,2016,20.842441394801188
31,NWE,2017,-5.277592217720773
32,BAL,2010,-25.47829342527331
33,BAL,2011,53.475212344216075
34,BAL,2012,-31.154254118521663
35,BAL,2013,15.786127189422489
36,BAL,2014,8.06934637889176
37,BAL,2015,-22.17207982026798
38,BAL,2016,-15.792659977772649
39,BAL,2017,-8.613825951746456
40,CIN,2010,-30.49810117201143
41,CIN,2011,-23.18029722451658
42,CIN,2012,9.049832598660139
43,CIN,2013,-20.945011718560316
44,CIN,2014,4.086719704105895
45,CIN,2015,-25.094734922436523
46,CIN,2016,-8.893924776082056
47,CIN,2017,-1.9665547664933143
48,CLE,2010,-35.76299574713531
49,CLE,2011,14.10149559160155
50,CLE,2012,-15.44843483320407
51,CLE,2013,-29.799522052601727
52,CLE,2014,-32.219912883803225
53,CLE,2015,-18.099753973435213
54,CLE,2016,-5.40075717754103
55,CLE,2017,-3.1387318342398185
56,PIT,2010,41.936709744486976
57,PIT,2011,-17.146614416483317
58,PIT,2012,12.236746877537925
59,PIT,2013,22.22388906551472
60,PIT,2014,-2.5944085941845128
61,PIT,2015,-18.72227700861523
62,PIT,2016,5.977668099486747
63,PIT,2017,3.5668081172933412
64,IND,2010,2.30555597600923
65,IND,2011,-17.75865512357035
66,IND,2012,-9.599795421102929
67,IND,2013,-25.886166116901286
68,IND,2014,7.729754074375254
69,IND,2015,-1.5408642568103907
70,IND,2016,14.146444756679614
71,IND,2017,-6.133523234470206
72,JAX,2010,-10.69395949140674
73,JAX,2011,-24.417488836030717
74,JAX,2012,-22.038914251923856
75,JAX,2013,-8.587801795124996
76,JAX,2014,52.973143126367965
77,JAX,2015,-15.762493747732421
78,JAX,2016,17.48541899238177
79,JAX,2017,6.261888322853477
80,HOU,2010,-6.569093673597674
81,HOU,2011,33.87771142471288
82,HOU,2012,-7.146770668272375
83,HOU,2013,-8.110504703617654
84,HOU,2014,-12.472786363384962
85,HOU,2015,-4.298950684456116
86,HOU,2016,-9.223370228185996
87,HOU,2017,6.04758642353057
88,TEN,2010,-46.87702394387473
89,TEN,2011,16.311721176258963
90,TEN,2012,8.262777504288445
91,TEN,2013,-36.601041893014504
92,TEN,2014,16.260360627676647
93,TEN,2015,-14.152607490655383
94,TEN,2016,6.365397348626651
95,TEN,2017,-4.1061023194554185
96,DEN,2010,2.89867314291744
97,DEN,2011,38.147647136052925
98,DEN,2012,31.326106563174775
99,DEN,2013,-27.59141219000475
100,DEN,2014,-3.3037839854764104
101,DEN,2015,-2.6512908885452555
102,DEN,2016,-1.0139560077477539
103,DEN,2017,-9.18337908943669
104,KAN,2010,16.695010338161698
105,KAN,2011,-7.8208807254708255
106,KAN,2012,-21.454120491782074
107,KAN,2013,1.5529977406950364
108,KAN,2014,12.729662427061896
109,KAN,2015,30.177861890337155
110,KAN,2016,2.258982671375744
111,KAN,2017,4.777305341169734
112,LAC,2010,-8.999768969985793
113,LAC,2011,21.129782838600953
114,LAC,2012,5.139689486801306
115,LAC,2013,16.60070566646779
116,LAC,2014,-32.757483493066104
117,LAC,2015,15.617667081601283
118,LAC,2016,-2.2458512580186314
119,LAC,2017,-5.9786738003700055
120,OAK,2010,5.82131894202804
121,OAK,2011,2.771021942739911
122,OAK,2012,0.010496893174933852
123,OAK,2013,6.228606645979842
124,OAK,2014,64.8672967872524
125,OAK,2015,-14.379668068637756
126,OAK,2016,-3.3977991176494418
127,OAK,2017,-3.3999795260845955
128,DAL,2010,24.42432772452706
129,DAL,2011,15.45974416868755
130,DAL,2012,-13.438352985509535
131,DAL,2013,16.700220659881307
132,DAL,2014,29.21679477811668
133,DAL,2015,-12.458030895427676
134,DAL,2016,33.270038631741585
135,DAL,2017,-2.8333123152553417
136,NYG,2010,-33.931879654874734
137,NYG,2011,-21.134693228302364
138,NYG,2012,-14.4982508574733
139,NYG,2013,-19.46484698850297
140,NYG,2014,9.909981973981182
141,NYG,2015,4.019448917050598
142,NYG,2016,-6.2541665178410835
143,NYG,2017,3.598190798817564
144,PHI,2010,-19.592259117649412
145,PHI,2011,-24.72032370315552
146,PHI,2012,-14.447527702495721
147,PHI,2013,18.012765072151016
148,PHI,2014,-26.568051594186894
149,PHI,2015,-7.221794575360459
150,PHI,2016,22.428713333130347
151,PHI,2017,-6.887514055918163
152,WAS,2010,-20.37484196296677
153,WAS,2011,-35.672025457756135
154,WAS,2012,26.058060226524088
155,WAS,2013,1.4484781422999653
156,WAS,2014,14.949237748753847
157,WAS,2015,14.64043123347537
158,WAS,2016,-13.059896129231737
159,WAS,2017,-1.2308549741967294
160,CHI,2010,28.46867038610603
161,CHI,2011,-5.143000307439009
162,CHI,2012,-21.891105285628647
163,CHI,2013,30.858118459809415
164,CHI,2014,-15.613597177124618
165,CHI,2015,-10.296897678834712
166,CHI,2016,9.510051274511333
167,CHI,2017,6.479173746650742
168,DET,2010,38.23011819671827
169,DET,2011,-38.91843527954376
170,DET,2012,-24.315444408532677
171,DET,2013,53.52440440704813
172,DET,2014,-10.19156289042751
173,DET,2015,-6.062703792517433
174,DET,2016,10.517224517936077
175,DET,2017,4.511634521070631
176,GNB,2010,38.80473500087598
177,GNB,2011,13.717534441318296
178,GNB,2012,0.718531522684545
179,GNB,2013,60.483487662543475
180,GNB,2014,13.380886765337811
181,GNB,2015,1.9701967175372799
182,GNB,2016,3.1835024415352504
183,GNB,2017,-1.8671797309445421
184,MIN,2010,-25.29119892251581
185,MIN,2011,-15.44296599862546
186,MIN,2012,25.51338760315914
187,MIN,2013,-5.852885884111556
188,MIN,2014,2.9689565687445834
189,MIN,2015,27.009622785814415
190,MIN,2016,-25.652885351853037
191,MIN,2017,5.361545384860562
192,ATL,2010,8.56398322474644
193,ATL,2011,25.96201174377349
194,ATL,2012,-22.036358686472152
195,ATL,2013,1.0114172575209532
196,ATL,2014,10.791890412637247
197,ATL,2015,10.062195881267968
198,ATL,2016,24.92279612136103
199,ATL,2017,-6.347504924867926
200,CAR,2010,8.964066953856271
201,CAR,2011,-46.264297573187044
202,CAR,2012,7.290532652236012
203,CAR,2013,17.886391618026398
204,CAR,2014,19.801683165232728
205,CAR,2015,14.78995027986694
206,CAR,2016,0.049291406474213595
207,CAR,2017,0.3635743607277995
208,NOR,2010,22.371124759713936
209,NOR,2011,18.10823416613011
210,NOR,2012,20.129937862100704
211,NOR,2013,22.31903994142231
212,NOR,2014,-23.526819040852345
213,NOR,2015,-18.116747632488444
214,NOR,2016,12.057987659716956
215,NOR,2017,20.180604220647275
216,TAM,2010,-48.911567748207034
217,TAM,2011,-13.537927660012064
218,TAM,2012,24.206790282546812
219,TAM,2013,1.6726119759337674
220,TAM,2014,-3.600359681219346
221,TAM,2015,39.514473840119265
222,TAM,2016,-22.23536408743087
223,TAM,2017,-0.059125644552911694
224,ARI,2010,14.6555729597901
225,ARI,2011,-25.7923642198973
226,ARI,2012,15.338607001547867
227,ARI,2013,11.570277944650297
228,ARI,2014,-15.815940100833874
229,ARI,2015,15.56891489009382
230,ARI,2016,-16.105352689593996
