,Team,Year,SumRV
0,BUF,1990,-22.62010520330793
1,BUF,1991,-7.803388557040273
2,BUF,1992,-39.0623713198321
3,BUF,1993,-25.391584568399256
4,BUF,1994,-8.297469895324648
5,BUF,1995,53.36506691916068
6,BUF,1996,37.50452843503091
7,BUF,1997,11.033389883001819
8,BUF,1998,-28.838074136366547
9,BUF,1999,41.88818498846901
10,BUF,2000,-20.48879435384164
11,BUF,2001,80.08058706569506
12,BUF,2002,28.312632599894897
13,BUF,2003,24.707375382975385
14,BUF,2004,-58.008405480261914
15,BUF,2005,-15.986333597716495
16,BUF,2006,10.268065993713304
17,BUF,2007,23.47699397644004
18,BUF,2008,-30.295571402345747
19,BUF,2009,19.11994881761558
20,BUF,2010,-35.33586005982861
21,BUF,2011,-18.032444158556046
22,BUF,2012,-15.44479618506557
23,BUF,2013,-10.752049234146638
24,BUF,2014,14.781001528013295
25,BUF,2015,4.199093235512111
26,BUF,2016,-16.009980449033478
27,BUF,2017,4.094176313498745
28,MIA,1990,29.170790948143285
29,MIA,1991,-7.880338919623126
30,MIA,1992,3.8595291907639444
31,MIA,1993,26.348841779807824
32,MIA,1994,20.595556179631863
33,MIA,1995,-8.343830075206194
34,MIA,1996,-11.713131209690417
35,MIA,1997,9.56142526885029
36,MIA,1998,-22.76503377651072
37,MIA,1999,-23.1444037535305
38,MIA,2000,-18.878845293362804
39,MIA,2001,14.18050524899778
40,MIA,2002,-4.780236513760384
41,MIA,2003,17.32530712880206
42,MIA,2004,14.527865816638519
43,MIA,2005,0.06636223777517855
44,MIA,2006,-10.05942559310768
45,MIA,2007,-9.3698339286139
46,MIA,2008,5.027331997226039
47,MIA,2009,-16.78940136022606
48,MIA,2010,55.517457053056035
49,MIA,2011,-0.15558147903761288
50,MIA,2012,33.3262275118079
51,MIA,2013,-35.64548765246617
52,MIA,2014,-3.2932892862447307
53,MIA,2015,8.695801282357621
54,MIA,2016,-8.866980834456914
55,MIA,2017,-3.220868746333479
56,NYJ,1990,-10.9531534325408
57,NYJ,1991,-9.030913537896435
58,NYJ,1992,10.669122122279214
59,NYJ,1993,14.152213752532106
60,NYJ,1994,-4.263393007795846
61,NYJ,1995,-8.997555550403323
62,NYJ,1996,25.169499632131696
63,NYJ,1997,32.43203021715771
64,NYJ,1998,0.3776422547107243
65,NYJ,1999,37.08709788858371
66,NYJ,2000,-1.319034356255416
67,NYJ,2001,5.694949245901567
68,NYJ,2002,12.026020506168024
69,NYJ,2003,-58.002050669456395
70,NYJ,2004,19.931122180418857
71,NYJ,2005,17.876728958696987
72,NYJ,2006,2.8129484283997077
73,NYJ,2007,21.80441984656357
74,NYJ,2008,20.04250705327348
75,NYJ,2009,30.168782447769992
76,NYJ,2010,-33.15274870848926
77,NYJ,2011,19.4162649690161
78,NYJ,2012,2.5448257586024745
79,NYJ,2013,-7.165106230101157
80,NYJ,2014,-58.42789874676948
81,NYJ,2015,-16.493536972719447
82,NYJ,2016,3.632858504760565
83,NYJ,2017,-0.7142451279540586
84,NWE,1990,-12.744629147835635
85,NWE,1991,-10.398867835257805
86,NWE,1992,-16.060212459400702
87,NWE,1993,-19.969519501326467
88,NWE,1994,-7.167379732400576
89,NWE,1995,59.78220079098103
90,NWE,1996,51.60317146735489
91,NWE,1997,-50.75816601000189
92,NWE,1998,-48.184422692161355
93,NWE,1999,-7.386801708935235
94,NWE,2000,1.290927882569131
95,NWE,2001,-48.36653300159866
96,NWE,2002,22.142599498108517
97,NWE,2003,21.524772399363435
98,NWE,2004,-14.629546405011503
99,NWE,2005,33.54537061666984
100,NWE,2006,-31.784067329422605
101,NWE,2007,-54.74864669562027
102,NWE,2008,-31.130208178896677
103,NWE,2009,6.408042908961193
104,NWE,2010,19.2476163998427
105,NWE,2011,32.694392579031195
106,NWE,2012,-8.487780862334407
107,NWE,2013,-5.965456115856993
108,NWE,2014,-12.941877305079416
109,NWE,2015,21.013585186521325
110,NWE,2016,20.842441394801188
111,NWE,2017,-5.298379197687726
112,BAL,1990,11.367328130831927
113,BAL,1991,7.736592946042858
114,BAL,1992,-39.75626997740391
115,BAL,1993,-19.67410614647293
116,BAL,1994,-42.53483587417692
117,BAL,1995,-17.779179279634636
118,BAL,1996,-8.72774097736569
119,BAL,1997,43.21908064591224
120,BAL,1998,-18.457990589566187
121,BAL,1999,8.646568580593398
122,BAL,2000,12.265862468806558
123,BAL,2001,-17.404241648919665
124,BAL,2002,2.2069538690894674
125,BAL,2003,-15.526526825837125
126,BAL,2004,-21.93842261197323
127,BAL,2005,-6.881977825642998
128,BAL,2006,1.8750599974757456
129,BAL,2007,0.8324065630658146
130,BAL,2008,-4.608611221534192
131,BAL,2009,7.995140491622566
132,BAL,2010,-25.47829342527331
133,BAL,2011,53.475212344216075
134,BAL,2012,-32.51446732873171
135,BAL,2013,15.786127189422489
136,BAL,2014,7.9770981607301445
137,BAL,2015,-22.224717409053355
138,BAL,2016,-15.792659977772649
139,BAL,2017,-8.644422733702944
140,CIN,1990,-3.188328737399245
141,CIN,1991,-7.811284474386866
142,CIN,1992,-22.56729358392748
143,CIN,1993,11.360195643079795
144,CIN,1994,-23.11488695933504
145,CIN,1995,14.77529541900983
146,CIN,1996,-6.229849337911173
147,CIN,1997,-32.28152358258018
148,CIN,1998,21.35399106842794
149,CIN,1999,-17.652293987504304
150,CIN,2000,-50.10565142212578
151,CIN,2001,32.31329479087552
152,CIN,2002,-27.758238486162448
153,CIN,2003,12.799908499807062
154,CIN,2004,31.37807651568652
155,CIN,2005,13.01882581797833
156,CIN,2006,8.639293667760867
157,CIN,2007,-10.868606934338388
158,CIN,2008,-7.809590341424917
159,CIN,2009,37.73858825863848
160,CIN,2010,-30.49810117201143
161,CIN,2011,-23.18029722451658
162,CIN,2012,11.398536720370053
163,CIN,2013,-20.945011718560316
164,CIN,2014,4.042254889491356
165,CIN,2015,-25.142217626652535
166,CIN,2016,-8.893924776082056
167,CIN,2017,-2.020127225312227
168,CLE,1999,1.1268852144136297
169,CLE,2000,-11.73817547890979
170,CLE,2001,-52.15405358408996
171,CLE,2002,62.46767671129039
172,CLE,2003,53.804927788857086
173,CLE,2004,5.083964967104621
174,CLE,2005,-6.948001078225124
175,CLE,2006,-35.854415834026256
176,CLE,2007,-6.103529268733259
177,CLE,2008,-21.56000548517312
178,CLE,2009,-67.93555400120236
179,CLE,2010,-35.76299574713531
180,CLE,2011,14.10149559160155
181,CLE,2012,-6.219028292757381
182,CLE,2013,-29.799522052601727
183,CLE,2014,-32.255778411405
184,CLE,2015,-18.141460223057486
185,CLE,2016,-5.40075717754103
186,CLE,2017,-3.15887023224447
187,PIT,1990,24.010622669469395
188,PIT,1991,-3.051220613196719
189,PIT,1992,41.002734924071454
190,PIT,1993,56.521379444825456
191,PIT,1994,-20.475138716306816
192,PIT,1995,32.327043473405425
193,PIT,1996,31.40886004979164
194,PIT,1997,-10.806348118076288
195,PIT,1998,20.821199078909817
196,PIT,1999,1.4331346081284906
197,PIT,2000,-20.494006340309767
198,PIT,2001,6.712737726381125
199,PIT,2002,60.29440757275889
200,PIT,2003,3.7032604137313605
201,PIT,2004,0.3380270457868564
202,PIT,2005,-1.6139836209266125
203,PIT,2006,-10.363940989301664
204,PIT,2007,9.748260075977567
205,PIT,2008,-11.678461732622981
206,PIT,2009,50.73129251359232
207,PIT,2010,41.936709744486976
208,PIT,2011,-17.146614416483317
209,PIT,2012,9.099739178832586
210,PIT,2013,22.22388906551472
211,PIT,2014,-2.6710433673295086
212,PIT,2015,-18.75308498181325
213,PIT,2016,5.977668099486747
214,PIT,2017,3.5394845845914036
215,IND,1990,-15.70763553303932
216,IND,1991,-47.769134955836144
217,IND,1992,46.749415349767496
218,IND,1993,7.670308380216392
219,IND,1994,-22.454864697831248
220,IND,1995,-28.342633453508128
221,IND,1996,-9.307726283395592
222,IND,1997,22.884554651356893
223,IND,1998,-1.6324778777698146
224,IND,1999,4.039930932118633
225,IND,2000,6.258284780936003
226,IND,2001,28.64533896298491
227,IND,2002,10.397355461160227
228,IND,2003,42.300377730534635
229,IND,2004,1.6731239845344217
230,IND,2005,-18.291957280092632
231,IND,2006,42.45663827651235
232,IND,2007,-37.468949049303376
233,IND,2008,44.76427550647442
234,IND,2009,7.567503761583459
235,IND,2010,2.30555597600923
236,IND,2011,-17.75865512357035
237,IND,2012,-16.688546197160008
238,IND,2013,-25.886166116901286
239,IND,2014,7.684774885158187
240,IND,2015,-1.5750642550687175
241,IND,2016,14.146444756679614
242,IND,2017,-6.184504500205733
243,JAX,1995,1.8755351104360969
244,JAX,1996,9.524209175319971
245,JAX,1997,35.55734681926304
246,JAX,1998,-43.10517190584263
247,JAX,1999,-40.970003657045766
248,JAX,2000,0.8991170100782826
249,JAX,2001,-6.751122967661659
250,JAX,2002,34.56186380713823
251,JAX,2003,-14.723623603955259
252,JAX,2004,-11.006015088639368
253,JAX,2005,5.0426318765046805
254,JAX,2006,1.0061317818306073
255,JAX,2007,-21.75562855297098
256,JAX,2008,-5.794023292465798
257,JAX,2009,35.42593277212586
258,JAX,2010,-10.69395949140674
259,JAX,2011,-24.417488836030717
260,JAX,2012,-15.321738365208033
261,JAX,2013,-8.587801795124996
262,JAX,2014,52.89654340212938
263,JAX,2015,-15.785979511070343
264,JAX,2016,17.48541899238177
265,JAX,2017,6.245979293498762
266,HOU,2002,-8.981269214784328
267,HOU,2003,-0.7425055890500052
268,HOU,2004,-29.615753146951576
269,HOU,2005,-49.351038062219516
270,HOU,2006,-9.117984416975395
271,HOU,2007,-9.816355166381133
272,HOU,2008,-15.026513950043066
273,HOU,2009,38.03650645001554
274,HOU,2010,-6.569093673597674
275,HOU,2011,33.87771142471288
276,HOU,2012,-2.8523828476251403
277,HOU,2013,-8.110504703617654
278,HOU,2014,-12.527913778927834
279,HOU,2015,-4.312712184784635
280,HOU,2016,-9.223370228185996
281,HOU,2017,6.0204037960823635
282,TEN,1990,-16.01456331940543
283,TEN,1991,9.703098826986277
284,TEN,1992,52.20575412637134
285,TEN,1993,-8.49377046884493
286,TEN,1994,-6.583188880705993
287,TEN,1995,-20.162704744554738
288,TEN,1996,14.486688713186457
289,TEN,1997,-14.723036922608538
290,TEN,1998,11.505450495419963
291,TEN,1999,18.12359862974213
292,TEN,2000,15.073990480949265
293,TEN,2001,0.999353402472174
294,TEN,2002,30.128176971483786
295,TEN,2003,-15.537294122124113
296,TEN,2004,4.078480075692578
297,TEN,2005,40.324050631562265
298,TEN,2006,23.1460490504856
299,TEN,2007,8.661951305613576
300,TEN,2008,9.292922703624416
301,TEN,2009,11.637442587081466
302,TEN,2010,-46.87702394387473
303,TEN,2011,16.311721176258963
304,TEN,2012,8.329245692895835
305,TEN,2013,-36.601041893014504
306,TEN,2014,16.195443167751908
307,TEN,2015,-14.1862308320156
308,TEN,2016,6.365397348626651
309,TEN,2017,-4.122226910560758
310,DEN,1990,3.0022067694826235
311,DEN,1991,-10.595261187031525
312,DEN,1992,-32.79458342066108
313,DEN,1993,-44.95431668294211
314,DEN,1994,20.173820232655075
315,DEN,1995,7.55454468796113
316,DEN,1996,-14.843943846584136
317,DEN,1997,1.866767991275247
318,DEN,1998,25.805024155868665
319,DEN,1999,28.856336770262722
320,DEN,2000,-36.91550105387451
321,DEN,2001,5.568884453900456
322,DEN,2002,26.92254065671399
323,DEN,2003,9.830251711256562
324,DEN,2004,-54.374717357665034
325,DEN,2005,13.766446238414074
326,DEN,2006,12.528439675682169
327,DEN,2007,8.84493040962884
328,DEN,2008,2.952728923763523
329,DEN,2009,-67.75263649560033
330,DEN,2010,2.89867314291744
331,DEN,2011,38.147647136052925
332,DEN,2012,30.65335844846087
333,DEN,2013,-27.59141219000475
334,DEN,2014,-3.345606885043986
335,DEN,2015,-2.675325915164252
336,DEN,2016,-1.0139560077477539
337,DEN,2017,-9.2081426831958
338,KAN,1990,13.74320177990923
339,KAN,1991,-5.4779690378102455
340,KAN,1992,3.5918053572668054
341,KAN,1993,-23.522133093179477
342,KAN,1994,-41.17567624424366
343,KAN,1995,0.8614040906392173
344,KAN,1996,27.765482409815878
345,KAN,1997,-30.61892367156266
346,KAN,1998,9.797576516722215
347,KAN,1999,-26.988762866947916
348,KAN,2000,-0.9610189595364216
349,KAN,2001,-27.90846148427839
350,KAN,2002,-34.950546350912774
351,KAN,2003,-14.562402227073456
352,KAN,2004,0.051890938969517464
353,KAN,2005,-25.55848854190619
354,KAN,2006,-8.645775341552921
355,KAN,2007,-29.699627958190618
356,KAN,2008,4.062022098314082
357,KAN,2009,7.758700191588295
358,KAN,2010,16.695010338161698
359,KAN,2011,-7.8208807254708255
360,KAN,2012,-25.02735727677508
361,KAN,2013,1.5529977406950364
362,KAN,2014,12.666224487151105
363,KAN,2015,30.13894794963032
364,KAN,2016,2.258982671375744
365,KAN,2017,4.7506548587649045
366,LAC,1990,25.484227113363357
367,LAC,1991,-27.808979544639023
368,LAC,1992,-24.00616627766108
369,LAC,1993,-25.78610897011724
370,LAC,1994,-15.862229250852284
371,LAC,1995,-51.70671924644719
372,LAC,1996,-24.189163959364144
373,LAC,1997,-27.936219667193583
374,LAC,1998,-28.25425829777212
375,LAC,1999,-35.17541021417633
376,LAC,2000,-4.011680373155
377,LAC,2001,12.587594992472713
378,LAC,2002,4.407221301255596
379,LAC,2003,-2.709028869264601
380,LAC,2004,57.88322999537075
381,LAC,2005,11.846869433318169
382,LAC,2006,17.932139046462346
383,LAC,2007,33.384302342908875
384,LAC,2008,-21.112178112613186
385,LAC,2009,-17.45407531833483
386,LAC,2010,-8.999768969985793
387,LAC,2011,21.129782838600953
388,LAC,2012,-1.0815596616363257
389,LAC,2013,16.60070566646779
390,LAC,2014,-32.79604186016357
391,LAC,2015,15.59721700809102
392,LAC,2016,-2.2458512580186314
393,LAC,2017,-5.007239863900398
394,OAK,1990,-23.979391780733614
395,OAK,1991,3.4461255333524488
396,OAK,1992,-19.97904815052383
397,OAK,1993,-42.11088987136263
398,OAK,1994,-26.432532490616914
399,OAK,1995,-4.305199261181924
400,OAK,1996,4.653003171514243
401,OAK,1997,-2.8138173702166362
402,OAK,1998,25.52117932951164
403,OAK,1999,15.482054278551104
404,OAK,2000,20.000425292058484
405,OAK,2001,-30.858153698019123
406,OAK,2002,-16.4262581680419
407,OAK,2003,-25.044551070511336
408,OAK,2004,-40.23141657596733
409,OAK,2005,-39.55043565096858
410,OAK,2006,-5.439666847974738
411,OAK,2007,-36.00382454198553
412,OAK,2008,-16.20117331095964
413,OAK,2009,-25.340808266742048
414,OAK,2010,5.82131894202804
415,OAK,2011,2.771021942739911
416,OAK,2012,-0.4744228531862804
417,OAK,2013,6.228606645979842
418,OAK,2014,64.8341907088786
419,OAK,2015,-14.407845609395395
420,OAK,2016,-3.3977991176494418
421,OAK,2017,-3.41535760720663
422,DAL,1990,33.36563456749704
423,DAL,1991,-29.5455867053933
424,DAL,1992,13.714347701924495
425,DAL,1993,37.467838041209
426,DAL,1994,33.495047524076675
427,DAL,1995,-52.29429782745485
